Node,AverageAttackRate
0,0.500000
1,0.250834
2,0.250834
3,0.250834
4,0.250834
5,0.250834
6,0.250834
7,0.250834
8,0.250834
9,0.250834
10,0.250834
11,0.250834
12,0.250834
13,0.250834
14,0.250834
15,0.250834
16,0.250834
17,0.250834
18,0.250834
19,0.250834
20,0.250834
21,0.250834
22,0.250834
23,0.250834
24,0.250834
25,0.250834
26,0.250834
27,0.250834
28,0.250834
29,0.250834
30,0.250834
31,0.250834
32,0.250834
33,0.250834
34,0.250834
35,0.250834
36,0.250834
37,0.250834
38,0.250834
39,0.250834
40,0.250834
41,0.250834
42,0.250834
43,0.250834
44,0.250834
45,0.250834
46,0.250834
47,0.250834
48,0.250834
49,0.250834
50,0.250834
51,0.250834
52,0.250834
53,0.250834
54,0.250834
55,0.250834
56,0.250834
57,0.250834
58,0.250834
59,0.250834
60,0.250834
61,0.250834
62,0.250834
63,0.250834
64,0.250834
65,0.250834
66,0.250834
67,0.250834
68,0.250834
69,0.250834
70,0.250834
71,0.250834
72,0.250834
73,0.250834
74,0.250834
75,0.250834
76,0.250834
77,0.250834
78,0.250834
79,0.250834
80,0.250834
81,0.250834
82,0.250834
83,0.250834
84,0.250834
85,0.250834
86,0.250834
87,0.250834
88,0.250834
89,0.250834
90,0.250834
91,0.250834
92,0.250834
93,0.250834
94,0.250834
95,0.250834
96,0.250834
97,0.250834
98,0.250834
99,0.250834
100,0.250834
101,0.250834
102,0.250834
103,0.250834
104,0.250834
105,0.250834
106,0.250834
107,0.250834
108,0.250834
109,0.250834
110,0.250834
111,0.250834
112,0.250834
113,0.250834
114,0.250834
115,0.250834
116,0.250834
117,0.250834
118,0.250834
119,0.250834
120,0.250834
121,0.250834
122,0.250834
123,0.250834
124,0.250834
125,0.250834
126,0.250834
127,0.250834
128,0.250834
129,0.250834
130,0.250834
131,0.250834
132,0.250834
133,0.250834
134,0.250834
135,0.250834
136,0.250834
137,0.250834
138,0.250834
139,0.250834
140,0.250834
141,0.250834
142,0.250834
143,0.250834
144,0.250834
145,0.250834
146,0.250834
147,0.250834
148,0.250834
149,0.250834
150,0.250834
151,0.250834
152,0.250834
153,0.250834
154,0.250834
155,0.250834
156,0.250834
157,0.250834
158,0.250834
159,0.250834
160,0.250834
161,0.250834
162,0.250834
163,0.250834
164,0.250834
165,0.250834
166,0.250834
167,0.250834
168,0.250834
169,0.250834
170,0.250834
171,0.250834
172,0.250834
173,0.250834
174,0.250834
175,0.250834
176,0.250834
177,0.250834
178,0.250834
179,0.250834
180,0.250834
181,0.250834
182,0.250834
183,0.250834
184,0.250834
185,0.250834
186,0.250834
187,0.250834
188,0.250834
189,0.250834
190,0.250834
191,0.250834
192,0.250834
193,0.250834
194,0.250834
195,0.250834
196,0.250834
197,0.250834
198,0.250834
199,0.250834
200,0.250834
201,0.250834
202,0.250834
203,0.250834
204,0.250834
205,0.250834
206,0.250834
207,0.250834
208,0.250834
209,0.250834
210,0.250834
211,0.250834
212,0.250834
213,0.250834
214,0.250834
215,0.250834
216,0.250834
217,0.250834
218,0.250834
219,0.250834
220,0.250834
221,0.250834
222,0.250834
223,0.250834
224,0.250834
225,0.250834
226,0.250834
227,0.250834
228,0.250834
229,0.250834
230,0.250834
231,0.250834
232,0.250834
233,0.250834
234,0.250834
235,0.250834
236,0.250834
237,0.250834
238,0.250834
239,0.250834
240,0.250834
241,0.250834
242,0.250834
243,0.250834
244,0.250834
245,0.250834
246,0.250834
247,0.250834
248,0.250834
249,0.250834
250,0.250834
251,0.250834
252,0.250834
253,0.250834
254,0.250834
255,0.250834
256,0.250834
257,0.250834
258,0.250834
259,0.250834
260,0.250834
261,0.250834
262,0.250834
263,0.250834
264,0.250834
265,0.250834
266,0.250834
267,0.250834
268,0.250834
269,0.250834
270,0.250834
271,0.250834
272,0.250834
273,0.250834
274,0.250834
275,0.250834
276,0.250834
277,0.250834
278,0.250834
279,0.250834
280,0.250834
281,0.250834
282,0.250834
283,0.250834
284,0.250834
285,0.250834
286,0.250834
287,0.250834
288,0.250834
289,0.250834
290,0.250834
291,0.250834
292,0.250834
293,0.250834
294,0.250834
295,0.250834
296,0.250834
297,0.250834
298,0.250834
299,0.250834
